relation	pattern
created	has starred on;
created	to design;
created	to design [[det]];
created	design of;
created	s design for;
created	design for;
created	[[adj]] design for;
created	s design of;
created	design [[det]];
created	[[det]] design of;
created	has appeared at;
created	appeared at;
created	first appeared at;
created	again appeared at;
created	where appeared in;
created	also appeared at;
created	who appeared in;
created	which appeared in;
created	also appeared was;
created	had appeared;
created	appeared s;
created	have appeared in;
created	[[det]] appeared;
created	also appeared from;
created	[[adj]] appeared at;
created	then appeared at;
created	is featured to;
created	been featured [[con]];
created	was featured from;
created	featured at;
created	is featured at;
created	had featured;
created	is featured on;
created	featured [[num]];
created	featured in;
created	was featured in;
created	was featured to;
created	[[det]] featured;
created	is featured [[con]];
created	featured on;
created	also featured to;
created	been featured [[det]];
created	also featured at;
created	was featured as;
created	is featured [[det]];
created	been featured;
created	is featured in;
created	also featured on;
created	been featured in;
created	was featured on;
created	have featured in;
created	been featured with;
created	also featured as;
created	is featured;
created	be featured in;
created	has featured on;
created	also featured in;
created	be featured on;
created	been featured as;
created	was featured at;
created	was featured [[det]];
created	has featured in;
created	also featured by;
created	[[det]] success at;
created	[[det]] success of;
created	success [[con]];
created	more success with;
created	s success with;
created	[[adj]] success at;
created	success with;
created	had success with;
created	more success at;
created	[[prp]] success to;
created	[[det]] success in;
created	[[adj]] success with;
created	[[num]] hits on;
created	hits [[adj]];
created	hits with;
created	[[num]] hits [[adj]];
created	hits [[con]];
created	[[adj]] hits;
created	hits [[num]];
created	[[num]] hits with;
created	had hits with;
created	[[num]] hits;
created	[[adj]] hits with;
created	often credited for [[det]] industry [[det]] mids [[det]] period which directed hits [[adj]];
created	hits [[det]];
created	wrote [[det]] novel;
created	wrote [[prp]] [[adj]] novel;
created	also recorded [[det]] [[adj]] version of;
created	also recorded [[det]] version of;
created	recorded [[det]] version of;
created	recorded [[det]] [[adj]] version on;
created	recorded [[det]] [[adj]] version;
created	recorded [[det]] [[adj]] version of;
created	recorded [[det]] version;
created	built on;
created	also built;
created	also built [[det]];
created	where built [[det]];
created	built [[prp]];
created	had built [[det]];
created	have built [[det]];
created	built at;
created	built [[con]];
created	built [[adj]];
created	had built;
created	also built [[adj]];
created	been built on;
created	also built [[num]];
created	been built at;
created	also built [[con]];
created	[[con]] built [[det]];
created	be built at;
created	built [[det]];
created	[[con]] built;
created	had built at;
created	built [[num]];
created	also directed [[det]] film;
created	directed [[det]] film;
created	directed [[det]] [[num]] film;
created	also directed [[det]] [[adj]] film;
created	film was directed [[con]];
created	directed [[det]] [[adj]] film;
created	also directed [[det]] [[num]] film;
created	directed [[prp]] [[adj]] film;
created	has directed [[num]] film [[det]];
created	represented with [[det]] song;
created	[[mod]] represent [[det]] song;
created	to represent [[det]] song;
created	s concept of;
created	concept of;
created	[[det]] concept;
created	[[det]] concept of;
created	[[adj]] concept;
created	[[num]] feature film;
created	[[det]] feature film;
created	[[adj]] feature film;
created	s feature film;
created	[[adj]] shows [[adj]];
created	[[num]] shows;
created	in shows [[adj]];
created	shows [[det]];
created	shows to;
created	on shows [[adj]];
created	shows [[adj]];
created	shows [[con]];
created	[[det]] shows;
created	[[adj]] shows [[con]];
created	[[con]] shows;
created	[[adj]] shows as;
created	[[det]] shows [[con]];
created	[[adj]] shows;
created	[[det]] screenplay for;
created	[[adj]] screenplay;
created	screenplay for;
created	[[prp]] songs;
created	[[num]] songs [[con]];
created	s songs [[con]];
created	songs [[adj]];
created	has worked on [[det]] drama;
created	where produced;
created	produced [[con]];
created	produced [[adj]];
created	also produced [[adj]];
created	produced [[prp]];
created	has produced [[adj]];
created	also produced;
created	has produced [[det]];
created	produced to;
created	produced at;
created	been produced at;
created	produced [[det]];
created	had produced;
created	published [[det]] [[adj]] book;
created	published [[det]] book [[con]];
created	published [[prp]] [[adj]] book of;
created	[[adj]] book published;
created	published [[prp]] [[adj]] book [[con]];
created	published [[prp]] [[adj]] book;
created	published [[det]] book;
created	[[det]] book of published in;
created	published [[det]] book about;
created	also published [[det]] book;
created	published [[det]] [[adj]] book [[det]];
created	published [[det]] book in;
created	published [[prp]] [[adj]] book in;
created	published [[prp]] book;
created	performed [[det]] song from;
created	performed [[det]] song at;
created	performed [[det]] song for;
created	performed [[det]] song on;
created	received nominations;
created	also received [[num]] nominations for;
created	sang;
created	[[con]] created [[pro]];
created	has created for;
created	was created in;
created	was created of;
created	been created [[con]];
created	also created in;
created	been created [[det]];
created	[[num]] created;
created	then created [[det]];
created	has created [[num]];
created	created [[prp]];
created	[[pro]] created;
created	created [[pro]];
created	[[con]] created [[det]];
created	[[con]] created [[adj]];
created	created at;
created	[[adj]] member [[con]];
created	[[adj]] member from;
created	[[det]] member until;
created	[[det]] member which;
created	[[adj]] member at;
created	[[det]] member as;
created	also member [[con]];
created	[[det]] member [[adj]];
created	[[adj]] member [[adj]];
created	[[det]] member s;
created	[[det]] member;
created	[[det]] member has;
created	[[det]] member [[det]];
created	was member in;
created	[[det]] member when;
created	member of;
created	was member [[con]];
created	was member at;
created	was member of;
created	member in;
created	[[adj]] member in;
created	[[adj]] member as;
