relation	pattern
actedIn	best known for [[prp]] roles in;
actedIn	is known for roles [[adj]];
actedIn	also cast [[pro]];
actedIn	was cast in;
actedIn	cast in;
actedIn	cast [[pro]];
actedIn	[[det]] cast of;
actedIn	then cast in;
actedIn	[[adj]] cast in;
actedIn	was cast to;
actedIn	[[det]] cast [[adj]];
actedIn	is cast in;
actedIn	later cast in;
actedIn	also cast [[con]];
actedIn	been cast;
actedIn	was cast on;
actedIn	[[con]] cast [[prp]];
actedIn	cast [[det]];
actedIn	[[adj]] cast of;
actedIn	cast of;
actedIn	then cast as;
actedIn	also cast in;
actedIn	been cast in;
actedIn	[[adj]] roles [[det]];
actedIn	[[adj]] roles [[con]];
actedIn	had roles;
actedIn	[[adj]] roles as;
actedIn	had roles as;
actedIn	had roles of;
actedIn	[[adj]] roles [[num]];
actedIn	roles [[con]];
actedIn	of roles on;
actedIn	had roles to;
actedIn	[[adj]] roles of;
actedIn	had roles in;
actedIn	had roles on;
actedIn	had roles [[det]];
actedIn	roles in;
actedIn	had roles [[con]];
actedIn	[[adj]] roles in;
actedIn	[[adj]] roles on;
actedIn	[[adj]] roles [[adj]];
actedIn	roles on;
actedIn	[[adj]] roles;
actedIn	had roles [[adj]];
actedIn	[[prp]] roles in;
actedIn	s character from;
actedIn	[[adj]] character [[det]];
actedIn	character in;
actedIn	[[adj]] character to;
actedIn	[[det]] character as;
actedIn	s character in;
actedIn	[[adj]] character with;
actedIn	character is;
actedIn	[[pro]] character in;
actedIn	appeared including on;
actedIn	[[adj]] character in;
actedIn	[[det]] character from;
actedIn	[[det]] character;
actedIn	[[adj]] character [[con]];
actedIn	[[adj]] character of;
actedIn	s character on;
actedIn	[[adj]] character from;
actedIn	[[adj]] character on;
actedIn	portrayed is;
actedIn	played [[det]] [[adj]] film;
actedIn	was played in [[num]] film;
actedIn	played in [[det]] film of;
actedIn	played in [[num]] film;
actedIn	played in [[adj]] film;
actedIn	also played in [[num]] film;
actedIn	also played [[det]] [[num]] film;
actedIn	played [[det]] in film;
actedIn	played [[det]] [[num]] film;
actedIn	played in [[det]] film;
actedIn	was played by [[num]] film;
actedIn	played [[det]] film;
actedIn	also played in [[det]] film;
actedIn	played in [[num]] film [[con]];
actedIn	played in [[det]] film [[con]];
actedIn	received only;
actedIn	was received at;
actedIn	where received [[prp]];
actedIn	received [[prp]];
actedIn	later received in;
actedIn	has received for;
actedIn	also received in;
actedIn	received to;
actedIn	[[con]] received for;
actedIn	then received in;
actedIn	received for;
actedIn	[[con]] received in;
actedIn	received with;
actedIn	later received [[det]];
actedIn	also received by;
actedIn	also received [[con]];
actedIn	received as;
actedIn	received more;
actedIn	where received in;
actedIn	have received [[det]];
actedIn	received on;
actedIn	also received for;
actedIn	received [[det]];
actedIn	received [[adj]];
actedIn	received in;
actedIn	appeared;
actedIn	played [[det]] role at;
actedIn	also played [[det]] role [[con]];
actedIn	also played [[det]] role on;
actedIn	also played [[det]] role at;
actedIn	also played [[det]] [[adj]] role;
actedIn	played [[det]] [[adj]] role [[num]];
actedIn	starred in [[det]] comedy;
actedIn	starred in [[det]] comedy [[con]];
actedIn	starred in [[num]] comedy;
actedIn	also starred in [[adj]] comedy;
actedIn	starred in [[adj]] comedy;
actedIn	was cast at;
actedIn	cast [[prp]];
actedIn	also cast at;
actedIn	[[con]] cast [[pro]];
actedIn	was cast [[det]];
actedIn	being cast in;
actedIn	won [[det]] award for;
actedIn	also won [[det]] award at;
actedIn	won [[det]] award [[con]];
actedIn	won [[det]] [[adj]] award for;
actedIn	won [[det]] [[num]] award for;
actedIn	won [[det]] [[num]] award to;
actedIn	[[det]] won [[det]] award for;
actedIn	won [[det]] award at;
actedIn	won [[det]] award in;
actedIn	also won [[det]] award;
actedIn	also won [[det]] award for;
actedIn	won [[det]] award as;
actedIn	also appeared in feature films [[adj]];
actedIn	also appeared in [[adj]] films including [[num]];
actedIn	has appeared in [[det]] feature films;
actedIn	has appeared in [[adj]] films including;
actedIn	also appeared in [[adj]] films including;
actedIn	has appeared in [[num]] films including;
actedIn	appeared in [[num]] films including;
actedIn	also appeared in [[adj]] feature films including;
actedIn	appeared including ones in films [[adj]];
actedIn	also appeared in [[adj]] films including to;
actedIn	appeared in [[adj]] films including;
actedIn	has appeared more [[num]] films in [[det]] variety including [[num]];
actedIn	[[adj]] role also appeared in feature films [[adj]];
actedIn	has appeared in feature films [[adj]];
actedIn	also appeared in films including;
actedIn	later appeared in [[adj]] films including [[num]];
actedIn	appeared in [[det]] feature films;
actedIn	has appeared in films including [[num]];
actedIn	appeared in [[adj]] films including to;
actedIn	has appeared in films including;
actedIn	has appeared in [[adj]] films including [[con]];
actedIn	has appeared in [[adj]] feature films [[adj]];
actedIn	also appeared in [[det]] feature films of;
actedIn	since appeared in [[det]] variety including;
actedIn	appeared in films including;
actedIn	has appeared in [[adj]] feature films including;
actedIn	appeared in movie;
actedIn	also appeared in [[adj]] movie;
actedIn	appeared as [[num]] movie;
actedIn	also appeared in [[num]] movie;
actedIn	then appeared in [[adj]] movie;
actedIn	appeared in [[num]] movie;
actedIn	also appeared in [[det]] movie;
actedIn	appeared in [[det]] movie;
actedIn	appeared in [[adj]] movie;
actedIn	costarred in [[adj]] film;
actedIn	also costarred in [[adj]] film;
actedIn	also costarred in [[num]] film;
actedIn	costarred in [[det]] film;
actedIn	costarred in [[num]] film;
actedIn	played supporting roles as;
actedIn	played supporting roles;
actedIn	also played roles in films [[adj]];
actedIn	also played supporting roles in films [[adj]];
actedIn	also played supporting roles [[con]];
actedIn	also played supporting roles as;
actedIn	played supporting roles in;
actedIn	also played [[adj]] supporting roles in;
actedIn	also played supporting roles;
actedIn	was offered supporting roles in films [[adj]];
actedIn	[[adj]] supporting roles [[con]] films [[adj]];
actedIn	had supporting roles in films [[adj]];
actedIn	played supporting [[con]] [[adj]] roles in;
actedIn	supporting roles in [[adj]] films [[adj]];
actedIn	played roles in films [[adj]];
actedIn	[[det]] role in film;
actedIn	[[adj]] role in [[det]] film;
actedIn	[[adj]] film role in;
actedIn	[[adj]] role in [[adj]] film;
actedIn	[[det]] role in [[det]] film;
actedIn	[[prp]] role in [[num]] film;
actedIn	[[adj]] role as [[num]] film;
actedIn	[[adj]] role in [[num]] film;
actedIn	[[adj]] role in film;
actedIn	also starred including [[num]];
actedIn	starred including [[con]];
actedIn	starred including;
actedIn	also starred including;
actedIn	starred including [[num]];
actedIn	has starred including;
actedIn	followed [[pro]];
actedIn	followed [[det]];
actedIn	followed at;
actedIn	s followed by;
actedIn	later followed by;
actedIn	[[det]] followed;
actedIn	followed up;
actedIn	followed in;
actedIn	followed with;
actedIn	followed that;
actedIn	[[det]] role in [[num]] film;
actedIn	starred including to;
actedIn	starred including [[adj]];
actedIn	[[adj]] starred including;
actedIn	[[adj]] starred including [[con]];
actedIn	followed on;
actedIn	then followed [[det]];
actedIn	[[num]] films including [[adj]];
actedIn	[[adj]] films including;
actedIn	[[num]] films including;
actedIn	[[adj]] films including [[num]];
actedIn	[[adj]] films including [[con]];
actedIn	[[adj]] films including of;
actedIn	in films including;
actedIn	[[num]] films including de;
actedIn	films including;
actedIn	in films including [[num]];
actedIn	including [[det]] films;
actedIn	films including in;
actedIn	also appears;
actedIn	also appears on;
actedIn	appears [[con]];
actedIn	appears [[num]];
actedIn	appears in;
actedIn	also appears in;
actedIn	who appears in;
actedIn	often appears on;
actedIn	appears as;
actedIn	also appears [[num]];
actedIn	currently appears in;
actedIn	first appears in;
actedIn	appears on;
actedIn	currently appears;
actedIn	currently appears on;
actedIn	also appears as;
actedIn	[[pro]] appears in;
actedIn	also appears of;
actedIn	also appears [[con]];
actedIn	also appears [[det]];
actedIn	appears again;
actedIn	also appeared in movies [[con]];
actedIn	appeared in [[adj]] movies [[adj]];
actedIn	appeared in [[det]] movies;
actedIn	also appeared in [[det]] movies [[con]];
actedIn	since appeared in [[det]] movies;
actedIn	also appeared in [[adj]] movies [[adj]];
actedIn	also appeared in movies [[adj]];
actedIn	has appeared in movies [[adj]];
actedIn	also appeared in [[det]] movies;
actedIn	has appeared in [[adj]] movies [[adj]];
actedIn	since appeared in [[adj]] movies [[adj]];
actedIn	has appeared in [[det]] movies;
actedIn	appeared in movies [[con]];
actedIn	appeared in [[num]] movies;
actedIn	appeared in movies [[adj]];
actedIn	appeared in [[det]] movies [[con]];
actedIn	has appeared in [[num]] movies;
actedIn	reprised [[det]] role [[con]];
actedIn	later reprised that role in;
actedIn	reprised [[prp]] role of;
actedIn	reprised [[prp]] [[adj]] role as;
actedIn	reprised [[prp]] role as;
actedIn	reprised [[prp]] role for;
actedIn	reprised [[det]] role to;
actedIn	reprised [[prp]] role to;
actedIn	reprised [[det]] role;
actedIn	later reprised [[prp]] role in;
actedIn	reprised [[det]] role on;
actedIn	also reprised [[prp]] role in;
actedIn	later reprised [[det]] role in;
actedIn	reprised [[prp]] role on;
actedIn	reprised [[prp]] role;
actedIn	reprised [[prp]] role in;
actedIn	reprised [[prp]] role from;
actedIn	reprised [[det]] role for;
actedIn	starred in [[det]] movie;
actedIn	starred in [[num]] movie;
actedIn	starred in [[adj]] movie;
actedIn	also starred in [[num]] movie;
actedIn	also starred in [[det]] movie;
actedIn	starred in movie;
actedIn	is known [[num]] [[prp]] role as;
actedIn	well known for [[prp]] role in;
actedIn	best known for [[prp]] role on;
actedIn	best known for [[prp]] role [[con]];
actedIn	best known for [[prp]] role;
actedIn	best known for [[prp]] role of;
actedIn	played [[con]] got [[det]];
actedIn	best known for [[prp]] role as;
actedIn	is known [[con]] [[prp]] role as;
actedIn	best known for [[prp]] role in;
actedIn	best known for playing [[con]];
actedIn	best known for playing [[det]];
actedIn	also known for playing in;
actedIn	is known for playing [[con]];
actedIn	is known for playing [[adj]];
actedIn	best known for playing on;
actedIn	well known for playing in;
actedIn	is known for playing on;
actedIn	best known for playing as;
actedIn	also known for playing [[det]];
actedIn	best known for playing in;
actedIn	is known for playing in;
actedIn	is known for [[prp]] role in;
actedIn	won for [[prp]] role in;
actedIn	won [[det]] [[prp]] role in;
actedIn	won [[det]] role in;
actedIn	won [[det]] role of;
actedIn	won [[det]] role on;
actedIn	won by [[prp]] role in;
actedIn	won [[det]] role;
actedIn	won for [[prp]] role of;
actedIn	is featured to;
actedIn	been featured [[con]];
actedIn	was featured from;
actedIn	featured at;
actedIn	is featured at;
actedIn	had featured;
actedIn	is featured on;
actedIn	featured [[num]];
actedIn	featured in;
actedIn	was featured in;
actedIn	was featured to;
actedIn	[[det]] featured;
actedIn	is featured [[con]];
actedIn	featured on;
actedIn	also featured to;
actedIn	been featured [[det]];
actedIn	also featured at;
actedIn	was featured as;
actedIn	is featured [[det]];
actedIn	been featured;
actedIn	is featured in;
actedIn	also featured on;
actedIn	been featured in;
actedIn	was featured on;
actedIn	have featured in;
actedIn	been featured with;
actedIn	also featured as;
actedIn	is featured;
actedIn	be featured in;
actedIn	has featured on;
actedIn	also featured in;
actedIn	be featured on;
actedIn	been featured as;
actedIn	was featured at;
actedIn	was featured [[det]];
actedIn	has featured in;
actedIn	also featured by;
actedIn	[[adj]] roles at;
actedIn	[[adj]] roles to;
actedIn	roles to;
actedIn	best known for [[adj]] films [[adj]];
actedIn	is known in films of;
actedIn	best known in [[det]] films;
actedIn	also known with [[prp]] films;
actedIn	best known for [[prp]] films [[adj]];
actedIn	is known in [[det]] films;
actedIn	also starred in [[adj]] musicals;
actedIn	is known in films [[adj]];
actedIn	best known [[con]] [[adj]] films [[num]];
actedIn	also known for [[prp]] starring roles in;
actedIn	is known for [[prp]] starring roles in;
actedIn	best known for [[prp]] roles in [[det]] films;
actedIn	best known for [[prp]] roles in films [[adj]];
actedIn	best known for [[prp]] roles in [[det]] films [[con]];
actedIn	best known for roles in [[adj]] films [[adj]];
actedIn	best known for starring roles in [[det]] films of;
actedIn	is known for [[prp]] films;
actedIn	best known for [[det]] films [[num]];
actedIn	best known for [[prp]] films;
actedIn	received [[det]] nomination [[con]];
actedIn	received [[prp]] [[adj]] nomination for;
actedIn	received [[det]] nomination in;
actedIn	also received [[det]] nomination in;
actedIn	received [[det]] nomination [[det]];
actedIn	received [[det]] nomination for;
actedIn	received [[det]] nomination as;
actedIn	received [[prp]] [[adj]] nomination in;
actedIn	received [[det]] nomination;
actedIn	also received [[det]] nomination for;
actedIn	appeared as [[det]] comedy;
actedIn	appeared in [[det]] comedy;
actedIn	also appeared in [[adj]] comedy;
actedIn	appeared in [[num]] comedy;
actedIn	appeared in [[adj]] comedy;
actedIn	also appeared in [[det]] comedy;
actedIn	is portrayed in [[num]] film;
actedIn	portrayed in [[det]] film;
actedIn	is portrayed in [[det]] film;
actedIn	was portrayed by [[num]] film;
actedIn	was portrayed in [[num]] film;
actedIn	portrayed in [[num]] film;
actedIn	portrayed in film;
actedIn	was portrayed in [[det]] film;
actedIn	also portrayed in [[num]] film;
actedIn	also portrayed in [[det]] film;
actedIn	was portrayed by [[det]] film;
actedIn	[[det]] performance at;
actedIn	[[adj]] performance with;
actedIn	[[det]] performance;
actedIn	s performance on;
actedIn	performance [[con]];
actedIn	[[adj]] performance of;
actedIn	[[num]] performance of;
actedIn	[[prp]] performance of;
actedIn	[[adj]] performance for;
actedIn	performance of;
actedIn	s performance at;
actedIn	[[prp]] performance in;
actedIn	s performance of;
actedIn	[[prp]] performance at;
actedIn	s performance in;
actedIn	performance at;
actedIn	performance in;
actedIn	[[prp]] performance as;
actedIn	[[adj]] performance at;
actedIn	s performance;
actedIn	only appears in;
actedIn	appears of;
actedIn	appears [[det]];
actedIn	appears at;
actedIn	also appears at;
actedIn	appeared in comedy;
actedIn	was received [[con]];
actedIn	never received [[det]];
actedIn	[[adj]] received;
actedIn	also received [[num]];
actedIn	received during;
actedIn	received of;
actedIn	has received [[con]];
actedIn	has received [[num]];
actedIn	received nominations in;
actedIn	has received [[num]] nominations [[con]];
actedIn	has received nominations for;
actedIn	received [[num]] nominations for;
actedIn	received nominations;
actedIn	has received [[num]] nominations;
actedIn	has received [[num]] [[adj]] nominations for;
actedIn	received nominations [[con]];
actedIn	also received [[num]] nominations for;
actedIn	has received [[num]] nominations for;
actedIn	has received nominations in;
actedIn	received [[num]] nominations;
actedIn	received nominations for;
actedIn	received [[num]] nominations [[con]];
actedIn	played [[det]] [[adj]] role in film;
actedIn	played [[det]] role in [[det]] film;
actedIn	played [[det]] [[adj]] role in [[adj]] film;
actedIn	played [[det]] role in [[num]] film;
actedIn	played [[det]] [[adj]] role in [[det]] film;
actedIn	played [[det]] role of [[det]] film;
actedIn	played [[det]] role in [[adj]] film;
actedIn	played [[det]] [[adj]] role in [[num]] film;
actedIn	also played [[det]] role in [[det]] film;
actedIn	has received nominations;
actedIn	reprised [[prp]] role at;
actedIn	reprised [[det]] role at;
actedIn	reprised [[det]] role in;
actedIn	best performance at;
actedIn	[[adj]] performance in;
actedIn	performance on;
actedIn	received [[det]] [[adj]] nomination for;
actedIn	was nominated [[det]] [[prp]] performance in;
actedIn	was nominated for [[prp]] performance in;
actedIn	be seen on;
actedIn	is seen [[adj]];
actedIn	often seen;
actedIn	been seen as;
actedIn	also seen in;
actedIn	be seen;
actedIn	was seen on;
actedIn	seen on;
actedIn	[[adj]] seen [[det]];
actedIn	be seen in;
actedIn	also seen on;
actedIn	been seen;
actedIn	never seen;
actedIn	also seen;
actedIn	was seen [[con]];
actedIn	was seen during;
actedIn	been seen [[con]];
actedIn	seen in;
actedIn	been seen on;
actedIn	seen [[con]];
actedIn	first seen;
actedIn	also seen as;
actedIn	is seen in;
actedIn	been seen in;
actedIn	was seen in;
actedIn	starred in [[det]] movies;
actedIn	has starred in movies [[adj]];
actedIn	also starred in [[det]] movies;
actedIn	starred in movies [[adj]];
actedIn	starred in [[adj]] movies;
actedIn	has starred in [[adj]] movies [[adj]];
actedIn	won [[det]] award to;
actedIn	won award for;
actedIn	be seen at;
actedIn	is seen to;
actedIn	been seen to;
actedIn	was seen at;
actedIn	have seen [[det]];
actedIn	[[adj]] seen at;
actedIn	first seen in;
actedIn	seen at;
actedIn	been seen at;
actedIn	had seen [[det]];
actedIn	was seen [[det]];
actedIn	was cast in film;
actedIn	was cast in [[num]] film;
actedIn	was cast as [[det]] film;
actedIn	was cast in [[adj]] film;
actedIn	was cast in [[det]] film;
actedIn	won [[det]] [[prp]] performance in;
actedIn	won for [[prp]] performance in;
actedIn	won for [[prp]] performance as;
actedIn	featured as;
actedIn	is featured as;
actedIn	been featured [[adj]];
actedIn	also featured [[num]];
actedIn	been featured on;
actedIn	was featured for;
actedIn	featured of;
actedIn	was featured of;
actedIn	also played in [[det]] movie;
actedIn	played [[det]] movie;
actedIn	played in [[num]] movie;
actedIn	played in [[det]] movie;
actedIn	also played [[det]] movie;
actedIn	played [[pro]] [[det]] movie;
actedIn	provided [[det]] voice in;
actedIn	provided [[det]] voice of;
actedIn	also provided [[det]] voice;
actedIn	also provided [[det]] voice in;
actedIn	has provided voice;
actedIn	also provided [[det]] voice for;
actedIn	provided voice in;
actedIn	also provided [[det]] voice on;
actedIn	provided [[prp]] voice on;
actedIn	also provided [[det]] voice [[det]];
actedIn	has provided [[det]] voice of;
actedIn	provided voice;
actedIn	provided [[det]] voice for;
actedIn	also provided [[det]] voice of;
actedIn	provided [[det]] voice [[det]];
actedIn	provided [[det]] voice on;
actedIn	provided [[det]] voice;
actedIn	also provided [[det]] voice [[con]];
actedIn	has acted in films [[adj]];
actedIn	also acted in [[det]] films for;
actedIn	acted in films [[adj]];
actedIn	acted in [[det]] films [[adj]];
actedIn	provided [[det]] voice [[con]];
actedIn	[[det]] movies [[con]];
actedIn	[[adj]] movies [[adj]];
actedIn	[[adj]] movies;
actedIn	in movies [[adj]];
actedIn	[[det]] movies;
actedIn	movies [[con]];
actedIn	[[num]] movies [[con]];
actedIn	[[num]] movies;
actedIn	movies [[adj]];
actedIn	s character in [[num]] film;
actedIn	s character in [[det]] film;
actedIn	played [[det]] lead [[adj]] role in;
actedIn	played [[det]] lead role;
actedIn	also played [[det]] lead role in;
actedIn	played [[det]] lead role in;
actedIn	acted in [[det]] film;
actedIn	also acted in [[num]] film;
actedIn	also acted in [[det]] film;
actedIn	acted in film;
actedIn	acted in [[adj]] film;
actedIn	who voiced;
actedIn	voiced [[con]];
actedIn	also voiced [[con]];
actedIn	also voiced [[det]];
actedIn	has voiced [[det]];
actedIn	has voiced;
actedIn	voiced [[adj]];
actedIn	also voiced;
actedIn	has voiced in;
actedIn	voiced [[det]];
actedIn	also voiced in;
actedIn	voiced is;
actedIn	voiced in;
actedIn	starred in [[adj]] thriller;
actedIn	starred in [[det]] thriller;
actedIn	[[adj]] character in [[num]] film;
actedIn	[[det]] voice;
actedIn	[[adj]] voice of;
actedIn	[[adj]] voice in;
actedIn	[[adj]] voice on;
actedIn	[[det]] voice of;
actedIn	[[det]] voice in;
actedIn	[[det]] voice [[con]];
actedIn	s voice in;
actedIn	[[det]] voice on;
actedIn	voice in;
actedIn	[[det]] voice for;
actedIn	[[det]] voice to;
actedIn	[[det]] voice [[det]];
actedIn	starred in [[adj]] drama;
actedIn	also starred in [[adj]] drama;
actedIn	also starred in [[det]] drama;
actedIn	starred in drama;
actedIn	starred in [[adj]] drama [[con]];
actedIn	starred in [[det]] drama;
actedIn	[[num]] film also known as;
actedIn	is known in [[det]] film;
actedIn	best known for [[num]] film;
actedIn	best known for [[det]] film;
actedIn	best known as [[num]] film;
actedIn	best known in [[det]] film;
actedIn	[[adj]] debut [[det]];
actedIn	debut in;
actedIn	s debut in;
actedIn	made debut in;
actedIn	s debut on;
actedIn	[[det]] debut at;
actedIn	[[adj]] debut during;
actedIn	[[adj]] debut;
actedIn	[[prp]] debut during;
actedIn	[[adj]] debut in;
actedIn	starred in [[num]] feature films [[num]] nominated for;
actedIn	has starred [[adj]] feature films including in;
actedIn	starred in [[adj]] films including;
actedIn	also starred in feature films [[adj]];
actedIn	starred in well known [[adj]] films including of;
actedIn	has starred in [[det]] number of feature films including;
actedIn	[[det]] starring role in;
actedIn	[[adj]] starring role in;
actedIn	[[det]] starring role [[con]];
actedIn	[[det]] starring role;
actedIn	played [[det]] lead at;
actedIn	played [[det]] [[adj]] lead at;
actedIn	played [[det]] [[adj]] lead in;
actedIn	played [[det]] lead in;
actedIn	acted including [[con]];
actedIn	also acted including;
actedIn	acted including in;
actedIn	has acted including;
actedIn	acted including;
actedIn	has acted including [[con]];
actedIn	has acted including [[det]];
actedIn	acted including [[num]];
actedIn	also acted including [[num]];
actedIn	filming on;
actedIn	filming of;
actedIn	filming [[det]];
actedIn	filming for;
actedIn	[[det]] filming of;
actedIn	was filming;
actedIn	while filming;
actedIn	did [[num]];
actedIn	did in;
actedIn	did for;
actedIn	also did [[det]];
actedIn	did appear;
actedIn	did [[con]];
actedIn	did take;
actedIn	also did;
actedIn	as did in;
actedIn	did find;
actedIn	did on;
actedIn	did when;
actedIn	played [[det]] [[adj]] character;
actedIn	played [[det]] character in;
actedIn	played [[det]] [[adj]] character in;
actedIn	also played [[det]] [[adj]] character in;
actedIn	appeared in [[adj]] thriller;
actedIn	appeared in [[det]] thriller;
actedIn	appeared in [[num]] thriller;
actedIn	also appeared in [[adj]] thriller;
actedIn	starred in [[adj]] horror film;
actedIn	starred in [[det]] horror film;
actedIn	[[adj]] comedy;
actedIn	[[det]] comedy;
actedIn	[[num]] comedy;
actedIn	s comedy;
actedIn	[[adj]] comedy [[det]];
actedIn	s comedy [[con]];
actedIn	worked on;
actedIn	worked later;
actedIn	has worked [[det]];
actedIn	then worked [[con]];
actedIn	also worked on;
actedIn	also worked [[num]];
actedIn	also worked [[det]];
actedIn	worked then;
actedIn	has worked [[num]];
actedIn	also worked from;
actedIn	worked was;
actedIn	first worked at;
actedIn	has worked also;
actedIn	worked [[num]];
actedIn	have worked together;
actedIn	[[con]] worked as;
actedIn	then worked on;
actedIn	also worked at;
actedIn	also worked;
actedIn	worked [[adj]];
actedIn	then worked from;
actedIn	formerly worked at;
actedIn	then worked before;
actedIn	where worked at;
actedIn	first worked [[det]];
actedIn	have worked on;
actedIn	first worked on;
actedIn	had worked;
actedIn	worked most;
actedIn	worked mainly;
actedIn	worked from;
actedIn	first worked as;
actedIn	[[con]] worked on;
actedIn	also worked as;
actedIn	[[con]] worked at;
actedIn	had worked together;
actedIn	later worked on;
actedIn	worked [[det]];
actedIn	then worked;
actedIn	then worked as;
actedIn	then worked [[det]];
actedIn	had worked at;
actedIn	has worked;
actedIn	not play in;
actedIn	[[mod]] play in;
actedIn	s play of;
actedIn	to play during;
actedIn	play of;
actedIn	[[mod]] play on;
actedIn	not play [[det]];
actedIn	[[adj]] play of;
actedIn	s play [[det]];
actedIn	to play in;
actedIn	[[mod]] play [[adj]];
actedIn	to play from;
actedIn	to play on;
actedIn	[[mod]] play [[det]];
actedIn	[[det]] play;
actedIn	to play [[det]];
actedIn	to play [[prp]];
actedIn	[[adj]] play;
actedIn	s play;
actedIn	played [[det]] lead role at;
actedIn	recently appeared on;
actedIn	has recently appeared in;
actedIn	has recently appeared for;
actedIn	recently appeared in;
actedIn	had recently appeared in;
actedIn	has recently appeared on;
actedIn	recently appeared;
actedIn	most recently appeared at;
actedIn	most recently appeared in;
actedIn	also recently appeared in;
actedIn	met on [[det]] set of;
actedIn	played [[det]] title role in;
actedIn	played [[det]] title role [[con]];
actedIn	played [[det]] title role at;
actedIn	played [[det]] title role;
actedIn	played [[det]] title role [[det]];
actedIn	also played [[det]] title role in;
actedIn	was nominated [[det]] [[prp]] role in;
actedIn	was nominated at [[prp]] role in;
actedIn	was nominated [[num]] [[prp]] role in;
actedIn	was nominated for [[det]] role of;
actedIn	was nominated for [[prp]] role as;
actedIn	was nominated for [[prp]] role in;
actedIn	play [[num]];
actedIn	[[det]] play at;
actedIn	[[num]] play;
actedIn	[[adj]] play at;
actedIn	[[det]] play on;
actedIn	later play in;
actedIn	to play at;
actedIn	s play in;
actedIn	[[pro]] play;
actedIn	[[adj]] play for;
actedIn	[[adj]] play [[con]];
actedIn	s play at;
actedIn	played [[det]] title role with;
actedIn	had worked in;
actedIn	[[con]] worked by;
actedIn	worked mostly;
actedIn	where worked as;
actedIn	later worked as;
actedIn	also worked during;
actedIn	worked during;
actedIn	later worked to;
actedIn	[[adj]] worked on;
actedIn	where worked on;
actedIn	then worked during;
actedIn	has worked on;
actedIn	had worked on;
actedIn	s worked for;
actedIn	formerly worked on;
actedIn	worked before;
actedIn	s worked on;
actedIn	produced s;
actedIn	where produced;
actedIn	produced [[con]];
actedIn	also produced [[det]];
actedIn	produced [[adj]];
actedIn	also produced [[adj]];
actedIn	also produced [[num]];
actedIn	produced [[prp]];
actedIn	which produced [[num]];
actedIn	has produced [[adj]];
actedIn	also produced;
actedIn	has produced [[det]];
actedIn	has produced;
actedIn	produced to;
actedIn	[[det]] produced;
actedIn	produced at;
actedIn	produced on;
actedIn	[[con]] produced [[det]];
actedIn	then produced;
actedIn	produced of;
actedIn	been produced at;
actedIn	produced [[det]];
actedIn	had produced;
actedIn	[[adj]] produced;
actedIn	also produced to;
actedIn	also produced [[con]];
actedIn	[[adj]] success [[det]] character [[adj]] roles in films [[adj]];
actedIn	character roles [[adj]] films [[adj]];
actedIn	acted in [[det]] movie;
actedIn	also acted in [[det]] movie;
actedIn	best known for [[prp]] performances in;
actedIn	best known for [[prp]] performances as;
actedIn	performed on;
actedIn	[[adj]] performed with;
actedIn	also performed;
actedIn	performed while;
actedIn	performed from;
actedIn	performed [[prp]];
actedIn	had performed at;
actedIn	has performed on;
actedIn	performed for;
actedIn	when performed;
actedIn	performed [[pro]];
actedIn	performed at;
actedIn	has performed from;
actedIn	performed to;
actedIn	performed [[det]];
actedIn	performed [[adj]];
actedIn	s performed at;
actedIn	later performed at;
actedIn	also performed at;
actedIn	has performed [[con]];
actedIn	[[con]] performed in;
actedIn	was performed at;
actedIn	[[con]] performed by;
actedIn	[[con]] performed at;
actedIn	often performed [[con]];
actedIn	had performed on;
actedIn	performed [[con]];
actedIn	has performed for;
actedIn	often performed at;
actedIn	has performed at;
actedIn	has performed;
actedIn	first performed on;
actedIn	first performed at;
actedIn	[[adj]] performed at;
actedIn	[[det]] performed;
actedIn	also performed [[con]];
actedIn	be performed at;
actedIn	performed [[num]];
actedIn	has performed to;
actedIn	[[num]] feature;
actedIn	to feature in;
actedIn	[[adj]] feature;
actedIn	s feature;
actedIn	wore in;
actedIn	wore [[det]];
actedIn	played [[det]] character of;
actedIn	also played [[det]] character [[con]];
actedIn	[[adj]] appearances as;
actedIn	[[adj]] appearances [[adj]];
actedIn	made appearances on;
actedIn	[[adj]] appearances in;
actedIn	appearances on;
actedIn	[[adj]] appearances [[det]];
actedIn	made appearances as;
actedIn	appearances in;
actedIn	made appearances at;
actedIn	[[adj]] appearances [[con]];
actedIn	[[adj]] appearances on;
actedIn	made appearances [[con]];
actedIn	made appearances in;
actedIn	more appearances in;
actedIn	[[adj]] appearances from;
actedIn	[[num]] appearances on;
actedIn	[[adj]] appearances;
actedIn	appearances [[con]];
actedIn	made appearances;
actedIn	[[det]] success of;
actedIn	success at;
actedIn	found success in;
actedIn	[[adj]] success at;
actedIn	success for;
actedIn	success on;
actedIn	s success on;
actedIn	[[det]] success in;
actedIn	s success;
actedIn	[[adj]] success with;
actedIn	more success in;
actedIn	[[det]] success as;
actedIn	success in;
actedIn	success with;
actedIn	had success in;
actedIn	been awarded [[con]];
actedIn	been awarded;
actedIn	also awarded as;
actedIn	was awarded [[det]];
actedIn	was awarded with;
actedIn	awarded for;
actedIn	also awarded [[det]];
actedIn	was awarded;
actedIn	awarded in;
actedIn	was awarded in;
actedIn	be awarded [[det]];
actedIn	also awarded;
actedIn	was awarded to;
actedIn	been awarded for;
actedIn	also awarded at;
